Student ID;Student Country;Question ID;Type of Answer;Question Level;Topic;Subtopic;Keywords
1220;Slovenia;378;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1220;Slovenia;378;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1220;Slovenia;378;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1220;Slovenia;378;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1220;Slovenia;378;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1220;Slovenia;378;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
884;Italy;378;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
884;Italy;378;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
851;Italy;378;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
851;Italy;378;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
633;Italy;378;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
851;Italy;378;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
965;Portugal;378;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
955;Lithuania;378;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
958;Lithuania;378;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1324;Italy;378;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1322;Italy;378;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1289;Italy;378;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1299;Italy;378;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1291;Italy;378;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
885;Italy;378;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
840;Italy;378;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
840;Italy;378;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
634;Italy;378;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
576;Ireland;379;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
91;Lithuania;379;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1319;Italy;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1229;Portugal;379;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
988;Portugal;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
876;Italy;379;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
876;Italy;379;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
168;Portugal;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
168;Portugal;379;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
168;Portugal;379;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
168;Portugal;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
168;Portugal;379;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
167;Portugal;379;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
967;Portugal;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1517;Portugal;379;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1081;Portugal;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
378;Portugal;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1194;Portugal;379;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1256;Portugal;379;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1219;Portugal;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1219;Portugal;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1219;Portugal;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1219;Portugal;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1135;Portugal;379;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
898;Portugal;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1146;Portugal;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
890;Portugal;379;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
890;Portugal;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1173;Portugal;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1281;Portugal;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1146;Portugal;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
966;Portugal;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
966;Portugal;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
966;Portugal;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
966;Portugal;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
890;Portugal;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1220;Slovenia;379;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1220;Slovenia;379;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1220;Slovenia;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1220;Slovenia;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1220;Slovenia;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1220;Slovenia;379;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1220;Slovenia;379;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1220;Slovenia;379;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1220;Slovenia;379;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1220;Slovenia;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1220;Slovenia;379;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
884;Italy;379;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
884;Italy;379;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
884;Italy;379;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
851;Italy;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1428;Portugal;379;1;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
955;Lithuania;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1324;Italy;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1322;Italy;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1284;Italy;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1291;Italy;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
885;Italy;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
72;Portugal;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
1095;Portugal;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
374;Portugal;379;0;Basic;Linear Algebra;Linear Transformations;Invertible linear operator,Isomorphism,Injective linear application
81;Lithuania;380;0;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
91;Lithuania;380;1;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
1229;Portugal;380;0;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
876;Italy;380;0;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
168;Portugal;380;1;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
168;Portugal;380;1;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
168;Portugal;380;0;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
1252;Portugal;380;0;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
979;Portugal;380;1;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
1352;Portugal;380;0;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
1517;Portugal;380;0;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
1517;Portugal;380;0;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
1517;Portugal;380;1;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
1517;Portugal;380;0;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
483;Portugal;380;1;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
1093;Portugal;380;0;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
1150;Portugal;380;0;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
1351;Portugal;380;1;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
1256;Portugal;380;0;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
394;Portugal;380;1;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
986;Portugal;380;1;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
986;Portugal;380;1;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
1375;Portugal;380;0;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
1277;Portugal;380;1;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
1288;Portugal;380;0;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
1427;Portugal;380;1;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
1353;Portugal;380;1;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
1334;Portugal;380;0;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
1135;Portugal;380;0;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
1427;Portugal;380;1;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
1411;Portugal;380;1;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
955;Lithuania;380;0;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
1322;Italy;380;0;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
1308;Italy;380;1;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
1305;Italy;380;0;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
1289;Italy;380;1;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
1292;Italy;380;0;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
1402;Portugal;380;1;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
72;Portugal;380;0;Advanced;Linear Algebra;Linear Transformations;Matrix of a linear transformation
1339;Portugal;381;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1271;Portugal;381;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1271;Portugal;381;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1271;Portugal;381;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
81;Lithuania;381;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
91;Lithuania;381;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1311;Italy;381;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
168;Portugal;381;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
168;Portugal;381;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1252;Portugal;381;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1517;Portugal;381;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1517;Portugal;381;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1093;Portugal;381;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1150;Portugal;381;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1351;Portugal;381;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
473;Portugal;381;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
986;Portugal;381;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
986;Portugal;381;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1375;Portugal;381;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
986;Portugal;381;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1277;Portugal;381;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1288;Portugal;381;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1126;Portugal;381;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1353;Portugal;381;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1135;Portugal;381;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1135;Portugal;381;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
890;Portugal;381;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1411;Portugal;381;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1428;Portugal;381;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
955;Lithuania;381;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
36;Portugal;381;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1322;Italy;381;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1308;Italy;381;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1308;Italy;381;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1308;Italy;381;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1402;Portugal;381;0;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1402;Portugal;381;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
840;Italy;381;1;Advanced;Linear Algebra;Linear Transformations;Range,Kernel
1339;Portugal;382;1;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
1271;Portugal;382;1;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
1271;Portugal;382;1;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
91;Lithuania;382;1;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
91;Lithuania;382;1;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
1311;Italy;382;0;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
168;Portugal;382;1;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
168;Portugal;382;0;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
972;Portugal;382;0;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
1082;Portugal;382;1;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
1517;Portugal;382;0;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
1517;Portugal;382;0;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
378;Portugal;382;1;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
1351;Portugal;382;0;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
1256;Portugal;382;1;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
898;Portugal;382;1;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
394;Portugal;382;1;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
986;Portugal;382;1;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
1179;Portugal;382;0;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
986;Portugal;382;0;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
986;Portugal;382;1;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
1375;Portugal;382;0;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
986;Portugal;382;0;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
1135;Portugal;382;0;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
1420;Portugal;382;1;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
1077;Portugal;382;0;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
1427;Portugal;382;1;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
1135;Portugal;382;0;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
1411;Portugal;382;0;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
1185;Portugal;382;1;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
1428;Portugal;382;1;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
955;Lithuania;382;0;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
36;Portugal;382;1;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
1308;Italy;382;1;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
1308;Italy;382;1;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
1289;Italy;382;0;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
1292;Italy;382;1;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
1292;Italy;382;0;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
840;Italy;382;1;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
634;Italy;382;0;Advanced;Linear Algebra;Linear Transformations;Injective linear application,Invertible linear operator,Isomorphism
1339;Portugal;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1143;Portugal;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1143;Portugal;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1271;Portugal;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1091;Lithuania;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
91;Lithuania;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
91;Lithuania;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1319;Italy;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1319;Italy;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
988;Portugal;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
876;Italy;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
876;Italy;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
168;Portugal;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
168;Portugal;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
168;Portugal;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
168;Portugal;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
168;Portugal;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
168;Portugal;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
167;Portugal;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
972;Portugal;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1093;Portugal;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1157;Portugal;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1256;Portugal;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1219;Portugal;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1219;Portugal;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1219;Portugal;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1219;Portugal;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1219;Portugal;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
509;Portugal;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
509;Portugal;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1135;Portugal;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1179;Portugal;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
890;Portugal;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
890;Portugal;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1350;Portugal;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1109;Portugal;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
890;Portugal;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
473;Portugal;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
473;Portugal;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1080;Portugal;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1146;Portugal;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1279;Portugal;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
966;Portugal;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
966;Portugal;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
966;Portugal;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1077;Portugal;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1444;Portugal;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1149;Portugal;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1173;Portugal;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
403;Portugal;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
899;Lithuania;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1220;Slovenia;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1220;Slovenia;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1220;Slovenia;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1220;Slovenia;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1220;Slovenia;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1220;Slovenia;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1220;Slovenia;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
753;Italy;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
884;Italy;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
884;Italy;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
884;Italy;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
884;Italy;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
884;Italy;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
884;Italy;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
851;Italy;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
851;Italy;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1428;Portugal;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
955;Lithuania;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1324;Italy;383;0;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
1322;Italy;383;1;Basic;Linear Algebra;Linear Transformations;Linearity,Matrix of a linear transformation,Linear application
